Date,local_price,dollar_ex,dollar_price,dollar_ppp,dollar_valuation,dollar_adj_valuation,euro_adj_valuation,sterling_adj_valuation,yen_adj_valuation,yuan_adj_valuation,code
2012-01-31,3.7,0.78823946715012,4.694005,0.881535873745,11.83604862266,17.133717799797,-0.18621623844236,14.634531611535,13.050692334257,17.551852762069,BIGMAC_BEL
2012-07-31,3.8,0.82484431063637,4.60693,0.87810514153668,6.4570768341999,11.264751110046,0.19361774331725,3.6876559557947,12.818590541476,18.255365385156,BIGMAC_BEL
2013-01-31,3.8,0.73694682928627,5.15641,0.87008371693658,18.066009969709,19.50266266729,-0.87825712221163,12.355097010393,45.246493163385,24.703237054784,BIGMAC_BEL
2013-07-31,3.7,0.77775617343963,4.757275,0.81199707388442,4.4025237746891,5.6815313436512,-4.3027608361442,9.4804258338167,47.295833021865,12.986880598376,BIGMAC_BEL
2014-01-31,3.95,0.73721847469498,5.3579775,0.85420796539917,15.869039466571,17.384220395489,0.75451080306448,6.5508632758513,78.204049073249,15.988085029675,BIGMAC_BEL
2014-07-31,3.7,0.74274891372971,4.981495,0.77163712200209,3.8893639207508,11.728199407701,-5.6375504425689,-3.1179366297494,40.459517505755,19.353032911638,BIGMAC_BEL
2015-01-31,3.7,0.86307340439304,4.287005,0.77244258872651,-10.500939457203,-4.45374672323,-5.731688465006,-7.337919920221,27.715104596314,0.74606207854255,BIGMAC_BEL
2015-07-31,3.7,0.91270022361155,4.053905,0.77244258872651,-15.36732776618,-10.529893537943,-6.3959763780766,-11.70641272809,22.931079183201,-1.3357951145043,BIGMAC_BEL
2016-01-31,3.95,0.93023255813953,4.24625,0.80121703853955,-13.869168356998,-14.443358846409,-7.443061884949,-7.4509349457491,14.331053353065,-5.5244520288977,BIGMAC_BEL
2016-07-31,3.95,0.90830646260048,4.3487525,0.78373015873016,-13.715228174603,-0.83737037698215,-2.4601118344782,14.21284794624,16.349436731644,8.4602789332759,BIGMAC_BEL
2017-01-31,3.95,0.95524669245833,4.1350575,0.78063241106719,-18.279496047431,-5.8519604502819,-4.0777378124601,14.84375215814,17.579338997889,0.66750617551037,BIGMAC_BEL
2017-07-31,4.05,0.87569508297211,4.6248975,0.76415094339623,-12.737783018868,-0.93228597892313,-2.4188874814959,15.095438859474,34.569862195943,9.5507767054647,BIGMAC_BEL
2018-01-31,4.1,0.81682662854809,5.019425,0.77651515151515,-4.9351325757576,9.697039391629,-2.1186728623599,12.458526525281,43.002180910905,8.9384509463101,BIGMAC_BEL
2018-07-31,1.2,0.37955,3.1616387827691,0.21778584392015,-42.6,,,,,,BIGMAC_BHR
2019-01-31,1.2,0.377,3.183023872679,0.21505376344086,-43.0,,,,,,BIGMAC_BHR
2019-07-31,1.4,0.377,3.7135278514589,0.24390243902439,-35.3,,,,,,BIGMAC_BHR
2020-01-31,1.4,0.377,3.71352785145889,0.24691358024691384,-34.506,,,,,,BIGMAC_BHR
2020-07-31,1.4,0.37705,3.71303540644477,0.24518388791593707,-34.973,,,,,,BIGMAC_BHR
2021-01-31,1.5,0.377,3.97877984084881,0.2650176678445232,-29.7,-1.2,-12.3,4.8,22.0,-3.5999999999999996,BIGMAC_BHR
2021-07-31,1.5,0.377,3.97877984084881,0.26548672566371706,-29.579,0.453,-8.001,-0.5640000000000001,32.849000000000004,0.832,BIGMAC_BHR
